Old URL,New URL
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=2,http://cayuseshop.com/western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=3,http://cayuseshop.com/english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=4,http://cayuseshop.com/western-english-footwear-apparel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=5,http://cayuseshop.com/stable supplies
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=180,http://cayuseshop.com/jewelry-and-collectibles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=182,http://cayuseshop.com/barrel racer
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=7&Itemid=2,http://cayuseshop.com/saddles-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=20&Itemid=2,http://cayuseshop.com/bits-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=26&Itemid=2,http://cayuseshop.com/saddle-pads-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=35&Itemid=2,http://cayuseshop.com/spurs-straps
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=30&Itemid=2,http://cayuseshop.com/reins-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=19&Itemid=2,http://cayuseshop.com/headstall-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=172&Itemid=2,http://cayuseshop.com/leg-protection
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=50&Itemid=2,http://cayuseshop.com/back-cinch-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=18&Itemid=2,http://cayuseshop.com/breast-collars-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=33&Itemid=2,http://cayuseshop.com/tie downs-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=8&Itemid=2,http://cayuseshop.com/saddles-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=15&Itemid=2,http://cayuseshop.com/footwear-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=16&Itemid=2,http://cayuseshop.com/helmets
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=51&Itemid=2,http://cayuseshop.com/bits-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=55&Itemid=2,http://cayuseshop.com/saddle-pads-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=61&Itemid=2,http://cayuseshop.com/spurs-straps-enlgish
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=41&Itemid=2,http://cayuseshop.com/protective-boots-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=54&Itemid=2,http://cayuseshop.com/bridles-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=57&Itemid=2,http://cayuseshop.com/girths-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=59&Itemid=2,http://cayuseshop.com/reins-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=56&Itemid=2,http://cayuseshop.com/martingales-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=58&Itemid=2,http://cayuseshop.com/irons-leathers-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=201&Itemid=2,http://cayuseshop.com/apparel-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=10&Itemid=2&vmcchk=1&Itemid=2,http://cayuseshop.com/cowboy-hat-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=65&Itemid=2,http://cayuseshop.com/kids-apparel-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=40&Itemid=2,http://cayuseshop.com/boots-womens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=42&Itemid=2,http://cayuseshop.com/boots-mens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=43&Itemid=2,http://cayuseshop.com/boots-kids-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=64&Itemid=2&vmcchk=1&Itemid=2,http://cayuseshop.com/apparel-english-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=175&Itemid=2,http://cayuseshop.com/blouses-womens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=176&Itemid=2,http://cayuseshop.com/jeans-womens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=177&Itemid=2,http://cayuseshop.com/jeans-mens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=178&Itemid=2,http://cayuseshop.com/shirts-mens-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=179&Itemid=2,http://cayuseshop.com/apparel-kids-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=187&Itemid=2,http://cayuseshop.com/footwear-womens-english
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=183&Itemid=2,http://cayuseshop.com/saddle-barrel-reacer
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=184&Itemid=2,http://cyauseshop.com/saddle-pads-barrel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=185&Itemid=2,http://cayuseshop.com/headstalls-tack-barrel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=186&Itemid=2,http://cayuseshop.com/bits-barrel-racer
,
Drop downs left hand side menu ,
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=68,http://cayuseshop.com/saddles-english-western
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=69,http://cayuseshop.com/english-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=75,http://cayuseshop.com/western-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=205,http://cyauseshop.com/discount-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=76,http://cayuseshop.com/barrel-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=77,http://cayuseshop.com/trail-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=79,http://cayuseshop.com/synthetic-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=80,http://cayuseshop.com/gaited-saddles
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=83,http://cayuseshop.com/english-bridles-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=84,http://cayuseshop.com/english-martingales-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=85,http://cayuseshop.com/english-girths-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=86,http://cayuseshop.com/english-stirrups-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=87,http://cayuseshop.com/english-leathers-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=88,http://cayuseshop.com/english-reins-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=90,http://cayuseshop.com/western-headstalls-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=91,http://cayuseshop.com/western-breast-collars-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=92,http://cayuseshop.com/western-back-cinches-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=93,http://cayuseshop.com/western-reins-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=94,http://cayuseshop.com/western-girths-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=95,http://cayuseshop.com/tie-downs-tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=96,http://cayuseshop.com/stirrups-western-slanted-wall
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=98,http://cayuseshop.com/english-bits-snaffle-kimberwick-jumping
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=103,http://cayuseshop.com/western-bits-curb-hackamore-combination
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=113,http://cayuseshop.com/english-spurs-straps
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=114,http://cayuseshop.com/western-spurs-straps
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=116,http://cayuseshop.com/english-pads-corrective-half pad
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=122,http://cayuseshop.com/western-pads-corrective-wool-barrel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=127,http://cayuseshop.com/training tack
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=132,http://cayuseshop.com/leg-protection-splint-boots-polo-wraps
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=139,http://cayusehsop.com/english-apparel-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=138,http://cayuseshop.com/english-apparel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=143,http://cayuseshop.com/english-apparel-kids-breeches
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=165,http://cayuseshop.com/english-boots-tall-paddock
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=166,http://cayuseshop.com/english-boots-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=167,http://caysueshop.com/english-kids-boots
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=203,http://cayuseshop.com/horse-clothing
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=206,http://cayuseshop.com/cowboy-hats
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=207,http://cayuseshop.com/cowboy-hats-wool
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=208,http://cayuseshop.com/cowboy-hats-fur
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=209,http://cayuseshop.com/cowboy-hats-straw
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=210,http://cayuseshop.com/cowboy-hats-kids
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=147,http://cayuseshop.com/western-apparel
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=148,http://cayuseshop.com/western-apparel-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=152,http://cayuseshop.com/western-apparel-mens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=156,http://cayuseshop.com/western-apparel-kids
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=149&vmcchk=1&Itemid=2,http://cayuseshop.com/western-jeans-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=150,http://cayuseshop.com/western-shirts-womens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=153,http://cayuseshop.com/western-jeans-mens
http://www.cayuseshop.com/index.php?option=com_virtuemart&page=shop.browse&category_id=154,http://cayuseshop.com/western-shirts-mens